text,category
Speed is very slow compared to my plan this week.,Technical Issue
Login keeps failing with an 'invalid credentials' message asap please.,Account Access
When does my billing cycle start and end? on my laptop and phone.,Billing
Do you support international roaming? this week.,General Inquiry
Do you offer a student discount? thanks.,General Inquiry
How long does installation usually take? for my account?,General Inquiry
Is service available at my address in Hobart? on my laptop and phone.,General Inquiry
Do you have coverage in Melbourne? on my laptop and phone.,General Inquiry
How do business accounts work for teams? on my laptop and phone.,General Inquiry
How do business accounts work for teams? on my laptop and phone.,General Inquiry
Is service available at my address in Hobart? this week?,General Inquiry
is there a free trial i can test first? after the latest update?,General Inquiry
High latency during video calls since yesterday after the latest update.,Technical Issue
How long does installation usually take? for my account.,General Inquiry
I need a tax invoice with ABN for my records — please advise.,Billing
Certain ports appear to be blocked on my network since this morning.,Technical Issue
Certain ports appear to be blocked on my network today.,Technical Issue
I need to verify my account to sign in asap please.,Account Access
Why does my session keep expiring so fast? this week.,Account Access
How do I change my plan without extra charges? asap please.,Billing
How long does installation usually take? on my laptop and phone.,General Inquiry
My promo code didn't apply at checkout on my laptop and phone.,Billing
how do i update my card details? this week.,Billing
I want to know about your plans on my laptop and phone.,General Inquiry
Speed is very slow compared to my plan thanks?,Technical Issue
I need to reactivate my account this week.,Account Access
Forgot my phone number and need access on my laptop and phone.,Account Access
My router keeps disconnecting every few minutes since this morning.,Technical Issue
Is there a free trial I can test first? since this morning.,General Inquiry
I need a tax invoice with ABN for my records asap please?,Billing
What are the contract terms—month‑to‑month or annual? asap please.,General Inquiry
Can I get a copy of last month's invoice? for my account.,Billing
I need to verify my account to sign in asap please.,Account Access
Can you provide a credit note for the overcharge? this week.,Billing
I need a tax invoice with ABN for my records — please advise?,Billing
Is there a free trial I can test first? today?,General Inquiry
Pages won't load—could it be a DNS problem? asap please.,Technical Issue
How do I update my card details? after the latest update.,Billing
I want to cancel my subscription before renewal today.,Billing
I want to deactivate my account thanks.,Account Access
What are your customer support hours? today?,General Inquiry
Please issue a refund for the mistaken charge thanks.,Billing
Login keeps failing with an 'invalid credentials' message since this morning.,Account Access
How do I change my plan without extra charges? — any quick fix?,Billing
What are the contract terms—month‑to‑month or annual? — please advise.,General Inquiry
My username isn't working and I can't sign in,Account Access
What are your customer support hours?,General Inquiry
My password isn't working and I can't sign in — any quick fix?,Account Access
My username isn't working and I can't sign in on my laptop and phone.,Account Access
I was charged twice for my subscription since this morning.,Billing
Which features are included in the standard plan? — please advise.,General Inquiry
i cannot log in to my account thanks?,Account Access
Which features are included in the standard plan? thanks.,General Inquiry
